FIRE_ID,FIRE_NAME,YEAR,ACRES,latitude,longitude
CA3859811954820040625,DANA,2004,3056.0,38.599273677789554,-119.54640441678343
CA4074012270320040814,FRENCH,2004,13683.0,40.71150766052884,-122.65587192373785
CA3872912274620040903,GEYSERS,2004,12075.0,38.72804284184086,-122.74252071749721
CA3875712227420041010,RUMSEY,2004,39335.0,38.76730162710967,-122.27827050500976
NV3935311973720040825,ANDREW,2004,2926.0,39.36106313736359,-119.72659169572782
CA3963312262820040115,GRINDSTONE BRUSH (GS),2004,1360.0,39.6322315131668,-122.628730265385
CA4195112245520040724,IRONGATE,2004,2340.0,41.95046088432696,-122.45330063844155
CA3959712149920040811,OREGON,2004,1983.0,39.59887022730549,-121.50013026455854
CA3623712057320040711,GATOS,2004,1007.0,36.23667937626334,-120.57173956046091
CA3748711994820040912,OLD HWY,2004,1395.0,37.48747186228464,-119.94836091261587
CA3741912166620040808,KINCAID,2004,1219.0,37.4179645338599,-121.66620365000463
CA3791712067420040806,CALAVERAS COMPLEX,2004,3682.0,37.919227896527886,-120.68079945516362
CA3817312087120040903,PATTISON,2004,2863.0,38.175554931057526,-120.87399988081481
CA3818712042520040806,ARMSTRONG,2004,1079.0,38.18759973842795,-120.42270950480253
NV3954811997920040630,MID-BULL,2004,1250.0,39.54875021102968,-119.97932001120563
NV3917011981620040714,WATERFALL,2004,8690.0,39.17343729484844,-119.81500964514048
CA3474111860820040712,PINE,2004,18309.0,34.745776251932874,-118.6029138357033
CA3437011847020040717,CROWN COMPLEX (FOOTHILL),2004,6464.0,34.372679082095004,-118.46325076954673
CA3459711869120040807,EAST,2004,1403.0,34.597651297002464,-118.69231491997901
CA3850212028020041006,POWER,2004,17266.0,38.50648093529974,-120.27314395587389
CA3878712031820041013,FREDS,2004,8147.0,38.787543300386254,-120.31428720324445
CA4082612107820040722,STRAYLOR,2004,3492.0,40.82760848407114,-121.07697752980614
CA3472411990120040503,CACHUMA,2004,1067.0,34.72464962907466,-119.90015293990437
CA4070212354420040728,SIMS,2004,3807.0,40.70154607571289,-123.54097016151321
CA3617411872220040812,DEEP,2004,3371.0,36.176620735001634,-118.72127034906833
CA4071812219420040811,BEAR,2004,10972.0,40.72323993765166,-122.20030385452225
CA3788611994620040809,EARLY,2004,1720.0,37.886193120292305,-119.94539549323252
CA3762512119620040719,PELICAN,2004,1459.0,37.622455831991395,-121.195047232213
CA4050712133920040704,BLUFF WFU,2004,3415.0,40.502404493375835,-121.34199255252813
CA4059012252520040321,POWER TOWER,2004,1564.0,40.590824463958576,-122.52410505424092
CA3767611954520040701,MEADOW COMPLEX (MEADOW),2004,4921.0,37.67298890531429,-119.55332999097958
CA3796411972720041015,HETCHY,2004,2057.0,37.969456917186086,-119.71183885893271
CA4197812162420040322,OREMS III,2004,1077.0,41.976420617659805,-121.62419287258398
CA3448712019620040605,GAVIOTA,2004,7520.0,34.484738184870764,-120.19208516809853
NV3974111937320000629,JONES,2000,3025.0,39.740888248677784,-119.37150681263319
CA3630911886720001002,BLUE RIDGE,2000,1169.0,36.308927483541225,-118.8675503085776
CA3853611952920000801,GOLDEN,2000,1732.0,38.53861757911149,-119.53028269262826
CA3891112253920000726,MORGAN,2000,3325.0,38.91100363416871,-122.53731491765501
CA3972512153120000919,CONCOW,2000,1761.0,39.72130497456699,-121.53490944081693
CA3990812262720000929,WEINSTEIN,2000,7980.0,39.91169809127328,-122.6266459123039
CA4010312006820000629,TURTLE,2000,1245.0,40.1060029814069,-120.06902254350805
NV3955111964820000625,8TH HOLE,2000,1228.0,39.55140234958579,-119.64938970194561
NV3981111977920000628,ANTELHUNG,2000,7388.0,39.797556892612256,-119.77287468432033
NV3959111961420000628,CANOE,2000,2060.0,39.58943870817408,-119.61969854410829
NV3949111933320000629,RAMSEY,2000,7999.0,39.49220751299037,-119.33124252690862
NV3973711994020000801,RED ROCK 2,2000,2941.0,39.7492277352588,-119.93482899851966
NV3903611944820001020,COMO,2000,1802.0,39.03669645095095,-119.44795096207464
NV4067711880120000802,COW CREEK,2000,10597.0,40.68223813876998,-118.79947540272384
NV3988011917620000804,TRUCKEE,2000,16357.0,39.908963276468434,-119.18689969358215
NV4051011878720000813,S WILLOW,2000,15021.0,40.50722094632774,-118.78320430115164
NV4152811891720000908,MAHOGANY,2000,13235.0,41.531510020168085,-118.91463511152226
CA3583012079620000624,UNNAMED,2000,1820.0,35.82777722765719,-120.79690222511138
CA3773912020320001004,BONEYARD VMP,2000,1654.0,37.73932480007189,-120.20296472842959
CA3478112048620000913,HARRIS,2000,9102.0,34.795156593703545,-120.50047769152467
CA3580712081720000616,UNNAMED,2000,1601.0,35.80586025546847,-120.81451471239995
CA3525911854920000802,PEAK,2000,1316.0,35.26192368303315,-118.55189432490229
CA3419011868620000612,CALABASAS,2000,1068.0,34.19010655296594,-118.68414433523468
CA4043712078220000722,GOAT,2000,1221.0,40.43644284536962,-120.78229970724445
CA3852912224420000613,BERRYESSA,2000,4826.0,38.52720958819247,-122.24352148930272
CA3875312257120001102,HIDDEN,2000,3017.0,38.75516069984988,-122.56815869967649
CA3771612024820000702,GRANITE,2000,1922.0,37.71639236792727,-120.25047527498596
CA3708512107720000809,ROMERO,2000,1583.0,37.085201877914066,-121.07651773581672
NV3944211983520000801,UNNAMED,2000,2875.0,39.44075559092648,-119.83769066010987
NV3958211987320000709,SENECA,2000,1066.0,39.58211658335323,-119.87406311063619
CA3590912120220000811,UNNAMED,2000,4615.0,35.90958040249732,-121.19257352595451
CA4186612288320000721,BARK,2000,1897.0,41.86575034480885,-122.88394831473782
CA3592412141420000722,PLASKETT 2,2000,5825.0,35.92776655293089,-121.42410931616669
CA3960712265220000331,TOWN,2000,2483.0,39.62636630402647,-122.68311558306466
CA3945512285120000401,CABBAGE,2000,1505.0,39.45291596549093,-122.85278274135942
CA4033312336620001007,JOURNEY,2000,1032.0,40.332181617465395,-123.36974854135515
CA4002712128720000817,STORRIE,2000,49588.0,40.025627820897725,-121.30669108382435
CA3549111846320000801,KINGS,2000,3131.0,35.49264604081077,-118.46647817470395
CA3583612077320000616,UNNAMED,2000,1825.0,35.831003497148316,-120.77347745521804
CA3959912231720000505,UNNAMED,2000,1112.0,39.59932365183316,-122.31514170313527
NV3971611978420000702,UNNAMED,2000,3918.0,39.72234740664633,-119.79025721184436
CA3625712072920000803,NORTH FORK,2000,1896.0,36.25845852769105,-120.72694383597832
CA4191912170220001002,12 B,2000,1934.0,41.91832557005796,-121.67552652339778
CA4198712179620001208,UNIT 2,2000,2119.0,41.986672457681074,-121.79450261735998
CA4190012170920001208,UNIT 13,2000,1028.0,41.900114690268424,-121.70552100011358
CA3656811908120001004,BEAR FLAT GRAPEVINE VMP,2000,1669.0,36.572468522243796,-119.07128085875964
CA3463811989420000108,LAZARO VMP,2000,5268.0,34.63767250161852,-119.89191802896579
