FIRE_ID,FIRE_NAME,YEAR,ACRES,latitude,longitude
CA3633311865120220803,SUMMIT,2022,2266.0,36.3290194862422,-118.65549532054008
CA3766111947120220804,RED,2022,8495.0,37.663513331542916,-119.48805625065592
CA3754911992120220722,OAK,2022,19408.0,37.54565054688933,-119.86174216288498
CA3831412072120220704,ELECTRA,2022,4645.0,38.33792939266171,-120.65386583716649
CA3750011961420220707,WASHBURN,2022,4980.0,37.5219857366902,-119.58136370163243
CA3795411955220220808,RODGERS,2022,3155.0,37.95816334957909,-119.5189595010854
CA3900612074520220907,MOSQUITO,2022,77858.0,39.04163124812041,-120.68222208974072
CA3451411862920220831,ROUTE,2022,5335.0,34.54504104712437,-118.64372316035085
CA3493411887620220622,THUNDER,2022,2586.0,34.92289121804571,-118.89448433081387
NV4181411870020220826,CHERRY GULCH,2022,15642.0,41.818613370090205,-118.62535083003453
CA4143212238420220902,MILL,2022,4419.0,41.47383951366817,-122.39324976270893
CA4183012289520220729,MCKINNEY,2022,60592.0,41.810729350413226,-122.82809270147087
CA4082312363920220805,AMMON,2022,11514.0,40.83220388074557,-123.64472634896126
CA4090712359920220805,CAMPBELL,2022,30392.0,40.94440146455278,-123.5513803001979
CA4142912263720220902,MOUNTAIN,2022,13965.0,41.466917759945325,-122.65739033263226
CA4186812327820220730,YETI,2022,7825.0,41.82666470225652,-123.26801938301688
CA4189012029820220907,BARNES,2022,5916.0,41.87068387816471,-120.26130610042503
CA4196012323320120805,HELLO,2012,1098.0,41.9619578489871,-123.22932026462318
CA4099512207820120818,BAGLEY,2012,47731.0,41.03374281423783,-122.04821478998038
CA4188812325320120805,FORT COMPLEX,2012,24378.0,41.90190685563156,-123.22960739940609
CA4047812246920120705,DALE,2012,1439.0,40.48610559498259,-122.48438086261446
CA4079212335020120711,FLAT,2012,1832.0,40.79295536161152,-123.33327167847548
CA3986612313320120818,NORTH PASS,2012,43689.0,39.88734127967064,-123.04883036296597
CA4038712182320120818,PONDEROSA,2012,28690.0,40.423493133500635,-121.7708299855506
CA4083812232620120801,SALT CREEK,2012,1161.0,40.84135555143114,-122.32187019244952
CA4054612309020120905,STAFFORD,2012,4509.0,40.54285184148504,-123.10653116824881
CA3931912270720120707,MILL,2012,29924.0,39.31590185377764,-122.62826316180332
CA3935412239320120708,SITES COMPLEX,2012,3609.0,39.36232145956266,-122.44724431730747
CA3910812308720120907,SCOTTS,2012,4980.0,39.14470746540174,-123.04777616197745
CA3893112233020120904,SIXTEEN COMPLEX,2012,18191.0,39.005699844778185,-122.31244217393689
CA3901212244220120812,WALKER WYE,2012,5846.0,39.0234194204441,-122.40100892446856
CA3901312259520120812,WYE,2012,3110.0,39.01130619516263,-122.58550846885059
CA4001012127720120729,CHIPS,2012,79978.0,40.10103209439592,-121.21603242840911
CA4049312045120120723,READING,2012,26872.0,40.55258608813418,-121.41719342123022
CA4019912165420120813,MILL,2012,1969.0,40.20792007133846,-121.630101329497
NV3921011921620120614,WEEKS,2012,3867.0,39.211880707132046,-119.19089445547917
CA4062112015220120812,RUSH,2012,306811.0,40.64105204008267,-120.05372265535857
OR4211012080120120806,BARRY POINT,2012,91487.0,42.02419607993549,-120.68067921267405
CA4175212099720120805,LAKE COMPLEX,2012,2106.0,41.763356512567576,-120.97988752257416
CA4109112047320120905,LIKELY,2012,12582.0,41.15169212755295,-120.45956238572703
CA4127412046520120817,NELSON (W-1),2012,4118.0,41.29476282789872,-120.42655470518004
CA4114311975020120805,LOST,2012,57647.0,41.27174287953828,-119.54561886365957
CA3583412025220120709,TURKEY,2012,2707.0,35.82984626238433,-120.28226150632125
CA3614911850520120601,GEORGE,2012,1876.0,36.160996242405886,-118.46687142576765
NV4197311836620120805,HOLLOWAY,2012,457931.0,41.98711763631803,-118.25138790314666
CA3791111886320120808,INDIAN,2012,12655.0,37.957909030479684,-118.85092783695825
NV3896711953420120722,SPRINGS,2012,1220.0,38.95527554842604,-119.53704356576327
NV3874311953520120522,TRE,2012,7224.0,38.77482454295369,-119.47435164194516
NV3887411963420120601,PREACHER,2012,1102.0,38.87195800046452,-119.60348295707773
CA3837612016620120811,RAMSEY,2012,1151.0,38.394482297073324,-120.15797282748726
NV3882911962720120921,CARTER SPRINGS,2012,3277.0,38.82674629242986,-119.59571769013566
CA3905112090020120711,ROBBERS,2012,2631.0,39.05898899660067,-120.88704435752214
CA3776911967520120616,CASCADE,2012,1626.0,37.7777846984254,-119.6733149243622
NV3932611980920120119,WASHOE DRIVE,2012,3501.0,39.35081266878517,-119.7770558729865
CA3749712017520120612,GAINES,2012,1772.0,37.50824377382942,-120.15066864446672
