FIRE_ID,FIRE_NAME,YEAR,ACRES,latitude,longitude
CA3633311865120220803,SUMMIT,2022,2266.0,36.3290194862422,-118.65549532054008
CA3766111947120220804,RED,2022,8495.0,37.66351333154292,-119.48805625065592
CA3754911992120220722,OAK,2022,19408.0,37.54565054688933,-119.86174216288498
CA3831412072120220704,ELECTRA,2022,4645.0,38.33792939266171,-120.65386583716648
CA3750011961420220707,WASHBURN,2022,4980.0,37.5219857366902,-119.58136370163244
CA3795411955220220808,RODGERS,2022,3155.0,37.95816334957909,-119.5189595010854
CA3900612074520220907,MOSQUITO,2022,77858.0,39.04163124812041,-120.68222208974072
CA3451411862920220831,ROUTE,2022,5335.0,34.54504104712437,-118.64372316035085
CA3493411887620220622,THUNDER,2022,2586.0,34.92289121804571,-118.89448433081388
NV4181411870020220826,CHERRY GULCH,2022,15642.0,41.818613370090205,-118.62535083003452
CA4143212238420220902,MILL,2022,4419.0,41.47383951366817,-122.39324976270892
CA4183012289520220729,MCKINNEY,2022,60592.0,41.810729350413226,-122.82809270147088
CA4082312363920220805,AMMON,2022,11514.0,40.83220388074557,-123.64472634896126
CA4090712359920220805,CAMPBELL,2022,30392.0,40.94440146455278,-123.5513803001979
CA4142912263720220902,MOUNTAIN,2022,13965.0,41.466917759945325,-122.65739033263226
CA4186812327820220730,YETI,2022,7825.0,41.82666470225652,-123.26801938301688
CA4189012029820220907,BARNES,2022,5916.0,41.87068387816471,-120.26130610042505
CA4196012323320120805,HELLO,2012,1098.0,41.9619578489871,-123.22932026462318
CA4099512207820120818,BAGLEY,2012,47731.0,41.03374281423783,-122.04821478998038
CA4188812325320120805,FORT COMPLEX,2012,24378.0,41.90190685563156,-123.22960739940608
CA4047812246920120705,DALE,2012,1439.0,40.48610559498259,-122.48438086261446
CA4079212335020120711,FLAT,2012,1832.0,40.79295536161152,-123.33327167847548
CA3986612313320120818,NORTH PASS,2012,43689.0,39.88734127967064,-123.04883036296596
CA4038712182320120818,PONDEROSA,2012,28690.0,40.42349313350064,-121.7708299855506
CA4083812232620120801,SALT CREEK,2012,1161.0,40.84135555143114,-122.32187019244952
CA4054612309020120905,STAFFORD,2012,4509.0,40.54285184148504,-123.1065311682488
CA3931912270720120707,MILL,2012,29924.0,39.31590185377764,-122.62826316180332
CA3935412239320120708,SITES COMPLEX,2012,3609.0,39.36232145956266,-122.44724431730748
CA3910812308720120907,SCOTTS,2012,4980.0,39.14470746540174,-123.04777616197744
CA3893112233020120904,SIXTEEN COMPLEX,2012,18191.0,39.005699844778185,-122.31244217393689
CA3901212244220120812,WALKER WYE,2012,5846.0,39.0234194204441,-122.40100892446856
CA3901312259520120812,WYE,2012,3110.0,39.01130619516263,-122.5855084688506
CA4001012127720120729,CHIPS,2012,79978.0,40.10103209439592,-121.21603242840912
CA4049312045120120723,READING,2012,26872.0,40.55258608813418,-121.41719342123022
CA4019912165420120813,MILL,2012,1969.0,40.20792007133846,-121.630101329497
NV3921011921620120614,WEEKS,2012,3867.0,39.211880707132046,-119.19089445547915
CA4062112015220120812,RUSH,2012,306811.0,40.64105204008267,-120.05372265535856
OR4211012080120120806,BARRY POINT,2012,91487.0,42.02419607993549,-120.68067921267404
CA4175212099720120805,LAKE COMPLEX,2012,2106.0,41.763356512567576,-120.97988752257416
CA4109112047320120905,LIKELY,2012,12582.0,41.15169212755295,-120.45956238572704
CA4127412046520120817,NELSON (W-1),2012,4118.0,41.29476282789872,-120.42655470518004
CA4114311975020120805,LOST,2012,57647.0,41.27174287953828,-119.54561886365956
CA3583412025220120709,TURKEY,2012,2707.0,35.82984626238433,-120.28226150632123
CA3614911850520120601,GEORGE,2012,1876.0,36.160996242405886,-118.46687142576764
NV4197311836620120805,HOLLOWAY,2012,457931.0,41.98711763631803,-118.25138790314666
CA3791111886320120808,INDIAN,2012,12655.0,37.95790903047968,-118.85092783695823
NV3896711953420120722,SPRINGS,2012,1220.0,38.95527554842604,-119.53704356576328
NV3874311953520120522,TRE,2012,7224.0,38.77482454295369,-119.47435164194516
NV3887411963420120601,PREACHER,2012,1102.0,38.87195800046452,-119.60348295707772
CA3837612016620120811,RAMSEY,2012,1151.0,38.39448229707333,-120.15797282748726
NV3882911962720120921,CARTER SPRINGS,2012,3277.0,38.82674629242986,-119.59571769013566
CA3905112090020120711,ROBBERS,2012,2631.0,39.05898899660067,-120.88704435752214
CA3776911967520120616,CASCADE,2012,1626.0,37.7777846984254,-119.6733149243622
NV3932611980920120119,WASHOE DRIVE,2012,3501.0,39.35081266878517,-119.7770558729865
CA3749712017520120612,GAINES,2012,1772.0,37.50824377382942,-120.15066864446672
CA3494811892720210627,SHELL,2021,2048.0,34.90191266463325,-118.9068884509648
CA3595912083320210530,SARGENTS,2021,1231.0,36.00824363909227,-120.77094331008658
CA3620712156020210618,WILLOW,2021,3090.0,36.20695624182567,-121.542964254565
CA3408411857020210515,PALISADES,2021,1369.0,34.09714097704432,-118.56717818067236
CA3451712013120211011,ALISAL,2021,17677.0,34.492122144111626,-120.09355852905186
CA3602211875920210618,NETTLE,2021,1372.0,36.003651853941015,-118.76230863127142
CA3568711855020210818,FRENCH,2021,27331.0,35.69374292002584,-118.57622845470988
CA3627811855020210815,WALKERS,2021,9011.0,36.3097341736806,-118.54632333597095
CA3604711863120210910,WINDY,2021,97831.0,35.97107149261532,-118.60825988463507
CA3658211879520210912,KNP COMPLEX,2021,89960.0,36.56537366352753,-118.79219541983818
CA3908512098820210804,RIVER,2021,2706.0,39.114003407330365,-120.9814679174382
CA4091612363420210829,KNOB,2021,2478.0,40.90411216568722,-123.6281273989828
CA4086312235520210630,SALT,2021,12593.0,40.90591076142731,-122.3580919691198
CA3987612137920210714,DIXIE,2021,979795.0,40.228632669269295,-121.05482015393795
CA4145912232920210625,LAVA,2021,26287.0,41.48602456390901,-122.2799011728619
CA4166512205420210628,TENNANT,2021,11738.0,41.71754315150941,-122.05184853610632
CA4114212301620210731,HAYPRESS,2021,204549.0,41.07861506891927,-122.9887017843677
CA4150012192920210801,ANTELOPE,2021,141960.0,41.64304356965948,-121.74594775132672
CA4132412320120210731,CRONAN,2021,7609.0,41.30699318903866,-123.24609782279948
CA3780211887520210712,DEXTER,2021,2977.0,37.80989798730823,-118.87533300663092
CA3858612053820210815,CALDOR,2021,226583.0,38.71000814236993,-120.3304043150158
CA3983912034520210702,SUGAR,2021,108368.0,39.9505597710822,-120.1962499014679
CA3862811985720210704,TAMARACK,2021,70171.0,38.7273475203429,-119.71117667981451
CA3846311986320210625,HENRY,2021,1316.0,38.46851502640004,-119.85775728393824
CA3876011973020210701,EAST FORK,2021,1184.0,38.76566754961695,-119.73343902290752
CA3797811972120210731,TILTILL,2021,2829.0,38.0040146103983,-119.69600479457914
CA3734911987120210711,RIVER,2021,10183.0,37.33780065744422,-119.82560376259518
CA4073512229220210922,FAWN,2021,9087.0,40.71733926592852,-122.2796283851184
CA4075212333720210731,MONUMENT,2021,226125.0,40.74357041823524,-123.29976778095164
CA4035012303620210730,MCFARLAND,2021,121554.0,40.26632335752193,-122.91508412316186
CA4156412340420210801,MCCASH,2021,95762.0,41.56667754661853,-123.36199992208778
CA4176412395720150801,COON,2015,5988.0,41.7628842610692,-123.95620601978906
CA4180012381520150801,BEAR,2015,12166.0,41.83665488584441,-123.7138393443776
CA4146912375220150801,NICKOWITZ,2015,8355.0,41.44958880261386,-123.75410883508098
CA4155612377620150802,PEAK,2015,14254.0,41.58836008279583,-123.79765294829502
CA4069112352420150610,SADDLE,2015,1922.0,40.68430108865007,-123.5336515893074
CA4060412308120150731,BARKER,2015,3943.0,40.62785076060809,-123.09920612496836
CA4068012335620150731,PATTISON,2015,31129.0,40.68479488535175,-123.42098380432944
CA4064212358620150731,ROUTE COMPLEX,2015,35444.0,40.60166225483076,-123.54234406401643
CA4045612355620150806,BUCK,2015,1935.0,40.44197223158047,-123.5555677267468
CA4038712317320150730,BLUE,2015,3002.0,40.39354187884064,-123.18919176446842
CA3597112126920150611,PEANUT,2015,3774.0,35.9826033579158,-121.29971535768328
CA4049212319820150803,PEAK,2015,6320.0,40.49632275636691,-123.20129529053064
CA3591512123420150618,UNNAMED,2015,1122.0,35.91393681741941,-121.2345510524744
CA3597112115720150618,UNNAMED,2015,1061.0,35.97353301173942,-121.15925636637245
CA4046512305420150731,SHIELL,2015,24830.0,40.47323043570626,-123.06837186502467
CA3595412126920150626,UNNAMED,2015,1798.0,35.95470364932004,-121.2705888316054
CA3592312117920150626,UNNAMED,2015,2011.0,35.92309387126038,-121.17216391543356
CA4035712344220150731,GOBBLER,2015,8560.0,40.34509396256424,-123.44378932162466
CA4034312338320150731,PICKETT,2015,11226.0,40.36318873255396,-123.38373054163564
CA4035812356120150806,LASSICS,2015,20716.0,40.31329493602922,-123.5419269664198
