FIRE_ID,FIRE_NAME,YEAR,ACRES,latitude,longitude
CA3494811892720210627,SHELL,2021,2048.0,34.90191266463325,-118.9068884509648
CA3595912083320210530,SARGENTS,2021,1231.0,36.00824363909227,-120.77094331008658
CA3620712156020210618,WILLOW,2021,3090.0,36.206956241825665,-121.542964254565
CA3408411857020210515,PALISADES,2021,1369.0,34.09714097704432,-118.56717818067236
CA3451712013120211011,ALISAL,2021,17677.0,34.492122144111626,-120.09355852905186
CA3602211875920210618,NETTLE,2021,1372.0,36.003651853941015,-118.76230863127142
CA3568711855020210818,FRENCH,2021,27331.0,35.69374292002584,-118.57622845470989
CA3627811855020210815,WALKERS,2021,9011.0,36.309734173680596,-118.54632333597097
CA3604711863120210910,WINDY,2021,97831.0,35.97107149261532,-118.60825988463509
CA3658211879520210912,KNP COMPLEX,2021,89960.0,36.56537366352753,-118.79219541983818
CA3908512098820210804,RIVER,2021,2706.0,39.114003407330365,-120.98146791743821
CA4091612363420210829,KNOB,2021,2478.0,40.90411216568722,-123.62812739898281
CA4086312235520210630,SALT,2021,12593.0,40.90591076142731,-122.35809196911981
CA3987612137920210714,DIXIE,2021,979795.0,40.228632669269295,-121.05482015393795
CA4145912232920210625,LAVA,2021,26287.0,41.48602456390901,-122.2799011728619
CA4166512205420210628,TENNANT,2021,11738.0,41.71754315150941,-122.05184853610633
CA4114212301620210731,HAYPRESS,2021,204549.0,41.07861506891927,-122.9887017843677
CA4150012192920210801,ANTELOPE,2021,141960.0,41.643043569659476,-121.74594775132672
CA4132412320120210731,CRONAN,2021,7609.0,41.306993189038664,-123.24609782279948
CA3780211887520210712,DEXTER,2021,2977.0,37.80989798730823,-118.87533300663092
CA3858612053820210815,CALDOR,2021,226583.0,38.71000814236993,-120.33040431501581
CA3983912034520210702,SUGAR,2021,108368.0,39.9505597710822,-120.1962499014679
CA3862811985720210704,TAMARACK,2021,70171.0,38.7273475203429,-119.71117667981451
CA3846311986320210625,HENRY,2021,1316.0,38.46851502640004,-119.85775728393824
CA3876011973020210701,EAST FORK,2021,1184.0,38.76566754961695,-119.73343902290753
CA3797811972120210731,TILTILL,2021,2829.0,38.0040146103983,-119.69600479457914
CA3734911987120210711,RIVER,2021,10183.0,37.33780065744422,-119.82560376259518
CA4073512229220210922,FAWN,2021,9087.0,40.717339265928516,-122.2796283851184
CA4075212333720210731,MONUMENT,2021,226125.0,40.74357041823524,-123.29976778095165
CA4035012303620210730,MCFARLAND,2021,121554.0,40.26632335752193,-122.91508412316186
CA4156412340420210801,MCCASH,2021,95762.0,41.56667754661853,-123.36199992208778
CA4176412395720150801,COON,2015,5988.0,41.7628842610692,-123.95620601978906
CA4180012381520150801,BEAR,2015,12166.0,41.83665488584441,-123.7138393443776
CA4146912375220150801,NICKOWITZ,2015,8355.0,41.44958880261386,-123.75410883508098
CA4155612377620150802,PEAK,2015,14254.0,41.58836008279583,-123.79765294829502
CA4069112352420150610,SADDLE,2015,1922.0,40.68430108865007,-123.53365158930741
CA4060412308120150731,BARKER,2015,3943.0,40.62785076060809,-123.09920612496835
CA4068012335620150731,PATTISON,2015,31129.0,40.68479488535175,-123.42098380432945
CA4064212358620150731,ROUTE COMPLEX,2015,35444.0,40.60166225483076,-123.54234406401643
CA4045612355620150806,BUCK,2015,1935.0,40.441972231580465,-123.55556772674679
CA4038712317320150730,BLUE,2015,3002.0,40.393541878840644,-123.18919176446842
CA3597112126920150611,PEANUT,2015,3774.0,35.9826033579158,-121.29971535768328
CA4049212319820150803,PEAK,2015,6320.0,40.49632275636691,-123.20129529053064
CA3591512123420150618,UNNAMED,2015,1122.0,35.91393681741941,-121.2345510524744
CA3597112115720150618,UNNAMED,2015,1061.0,35.97353301173942,-121.15925636637245
CA4046512305420150731,SHIELL,2015,24830.0,40.47323043570626,-123.06837186502467
CA3595412126920150626,UNNAMED,2015,1798.0,35.95470364932004,-121.2705888316054
CA3592312117920150626,UNNAMED,2015,2011.0,35.92309387126038,-121.17216391543356
CA4035712344220150731,GOBBLER,2015,8560.0,40.34509396256424,-123.44378932162466
CA4034312338320150731,PICKETT,2015,11226.0,40.36318873255396,-123.38373054163564
CA4035812356120150806,LASSICS,2015,20716.0,40.31329493602922,-123.54192696641981
CA4091312343720150731,RIVER COMPLEX,2015,78531.0,40.92805075595059,-123.36852569614888
CA3431411935320151226,SOLIMAR,2015,1083.0,34.30497889309634,-119.3398223580258
CA3533812062720150817,CUESTA,2015,2415.0,35.35591176121492,-120.61236518174375
CA4016812363920150730,STEELHEAD,2015,2093.0,40.18804797490363,-123.63978667686256
CA3537112044520150620,PARKHILL,2015,1795.0,35.368023000820116,-120.42345300163366
CA3639412158320150919,TASSAJARA,2015,1085.0,36.3895960120652,-121.58854985173595
CA3919212088220150725,LOWELL,2015,2633.0,39.21492190312703,-120.86971830877272
CA3764612162620150819,TESLA,2015,2508.0,37.63652519356125,-121.59598557687919
CA3951912133920150911,LUMPKIN,2015,1137.0,39.52816488506926,-121.32810988100512
CA3851412213120150722,WRAGG,2015,8455.0,38.48794696398842,-122.073971777118
CA3891212249320150729,ROCKY,2015,96125.0,38.92922235563122,-122.45906303225738
CA3884412276020150912,VALLEY,2015,77507.0,38.78338657466647,-122.60822089426169
CA4093812010520150803,DODGE,2015,10978.0,40.955525711870266,-120.05162211492404
CA4139912139220150731,FROG,2015,5257.0,41.413049902598885,-121.38295142202149
CA3687411890520150801,ROUGH,2015,146369.0,36.85425951417957,-118.89845792134537
CA3859811975220150620,WASHINGTON,2015,18485.0,38.65139011563759,-119.69847661764696
CA3834312069620150909,BUTTE,2015,72894.0,38.27768394242675,-120.59896518743606
CA3745411858420150206,ROUND,2015,6195.0,37.48842728921308,-118.6307613381841
CA3716511951320150619,CORRINE,2015,1064.0,37.18095448298077,-119.50012073561484
CA3728211950220150725,WILLOW,2015,5990.0,37.28523898377556,-119.47877227687523
CA3787811915920150815,WALKER,2015,3775.0,37.900809274584766,-119.15085701335273
NV3962911848020150926,NEV NVSWR STILLWATER WETLANDS 15 W RX TULE LAKE,2015,2044.0,39.62917398577571,-118.48831900959661
CA3624611854720150719,CABIN,2015,7224.0,36.26223902049296,-118.55374815275434
CA3511711878320110910,COMANCHE,2011,25965.0,35.11383253980422,-118.75683332025613
CA3511811837820110910,KEENE COMPLEX,2011,8769.0,35.30158524433877,-118.52479317701534
CA3539511864020110910,BRECKENRIDGE COMPLEX,2011,27229.0,35.4085671869861,-118.69911747481403
CA3550411987920110619,ANTELOPE,2011,5262.0,35.45736765065166,-119.89618370981434
CA3575211893120110621,QUINN,2011,3256.0,35.75524521484086,-118.8987814603118
CA3626811851120110708,LION,2011,17671.0,36.29968662952837,-118.54047909933611
CA3766311970420110731,AVALANCHE,2011,1153.0,37.665410415854524,-119.68859304133298
CA3766311987120110825,MOTOR,2011,5312.0,37.67735698912401,-119.84963634501732
CA3794512084420110909,MILTON,2011,1171.0,37.93671789205516,-120.90654280038092
CA4024312331620110923,RUTH,2011,1114.0,40.259245124622446,-123.29948437460578
CA4165512145820110608,COUGAR,2011,1943.0,41.64351127325084,-121.43360773093858
CA4180512136320110715,SCORPION COMPLEX,2011,2769.0,41.79491667587745,-121.35652279494512
CA4189912012320110818,ANNIE,2011,2114.0,41.921619670720226,-120.11905847654003
NV3823411935020110925,BUCKEYE,2011,1185.0,38.25268670455139,-119.31093667245834
NV3883611939320110930,BURBANK,2011,1166.0,38.8328431856168,-119.42596195563485
NV3884811963920110816,RAY MAY,2011,3950.0,38.84691578570994,-119.59942207459434
NV3947511985120111118,CAUGHLIN,2011,1997.0,39.46856469110406,-119.83645054099411
NV3950411848320110304,11-NV-STILLWATER-GOOSE LAKE BURN,2011,1876.0,39.5124519687128,-118.50348489545242
NV3951511964820111123,LOCKWOOD,2011,2198.0,39.540518904054046,-119.6539150804266
NV3973911926920110729,NARROWS,2011,3570.0,39.754952112490535,-119.28168317020479
NV3975511921920110702,NIXON,2011,11577.0,39.71429128260639,-119.21233919539117
NV3991711980520110730,WILDCAT,2011,2092.0,39.951550813300976,-119.8610536996784
NV3997911943320110824,GREAT STONE,2011,2531.0,39.980700069066344,-119.4439280567415
NV4044111862420110913,WILLOW CANYON,2011,1219.0,40.44762092280997,-118.63549234835008
NV4061311862120110806,LAST CHANCE,2011,22169.0,40.56315513901555,-118.57494013393935
CA3776611974120110913,TAMARACK,2011,1014.0,37.776473581810265,-119.73298733054662
